reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
23301,10749,135,1019,2,Works perfectly!,14/06/2024 20:20
21067,9732,1757,676,5,Decent product for the price.,11/09/2024 9:32
42020,19283,367,665,4,Highly recommend this brand.,5/03/2025 8:17
42127,19337,1011,3765,4,Fast shipping and good packaging.,29/02/2024 14:45
32974,15136,1943,42,3,"""Not as expected; quality is poor.""",12/11/2025 3:06
31900,14648,61,3496,3,Highly recommend this brand.,24/05/2024 19:54
13068,6002,1093,8902,5,Highly recommend this brand.,28/03/2024 3:36
27047,12439,1941,1212,2,Fast shipping and good packaging.,10/09/2024 8:32
31859,14628,895,4151,3,Highly recommend this brand.,28/01/2025 23:39
13146,6040,1645,9806,5,Item arrived damaged.,27/05/2024 9:36
39959,18329,1059,4379,2,"""Not as expected; quality is poor.""",6/05/2024 12:38
11091,5105,728,1654,4,Item arrived damaged.,5/04/2024 8:55
18252,8432,1033,6918,3,Customer service was helpful.,18/06/2024 19:21
16250,7509,538,8065,4,Fast shipping and good packaging.,6/08/2024 10:29
161,66,1606,3806,3,Customer service was helpful.,12/08/2025 23:10
9385,4310,817,7554,4,"""Excellent product; will buy again.""",1/09/2025 21:46
2471,1139,804,7628,3,Customer service was helpful.,5/12/2024 17:45
27111,12465,272,3663,5,Customer service was helpful.,10/09/2025 1:17
29087,13383,982,4172,2,"""Not as expected; quality is poor.""",16/07/2024 14:27
27089,12455,1496,9153,4,Works perfectly!,27/03/2024 16:28
22677,10473,807,3027,4,"""Excellent product; will buy again.""",8/05/2024 16:59
43122,19826,143,1224,3,Color was different from images.,22/07/2024 3:10
36154,16604,1410,104,3,Highly recommend this brand.,13/05/2025 7:48
38619,17700,1046,4192,5,"""Excellent product; will buy again.""",5/04/2024 21:34
29267,13457,341,116,5,Value for money.,10/09/2025 21:11
33463,15368,832,146,3,Works perfectly!,29/02/2024 22:35
27969,12864,258,7510,4,Works perfectly!,24/12/2024 12:24
38304,17557,1146,2316,4,Item arrived damaged.,5/10/2025 17:21
34473,15827,767,4635,4,Decent product for the price.,9/11/2024 3:14
23149,10680,733,2601,4,Decent product for the price.,21/07/2025 6:49
5114,2331,724,1131,4,"""Not as expected; quality is poor.""",18/08/2024 20:19
35021,16087,1456,2515,3,Fast shipping and good packaging.,1/04/2025 9:38
39596,18156,388,6924,3,Color was different from images.,26/10/2025 16:21
3222,1457,719,8080,1,Works perfectly!,13/10/2024 20:21
9277,4260,32,2279,5,Highly recommend this brand.,20/04/2025 21:53
20322,9391,736,384,2,Item arrived damaged.,16/06/2025 14:25
4149,1891,1484,6684,3,Color was different from images.,3/12/2024 13:21
14204,6539,859,9101,4,Customer service was helpful.,10/07/2024 18:06
40120,18394,130,4442,3,Customer service was helpful.,4/06/2025 11:47
39215,17983,1712,4701,3,Fast shipping and good packaging.,21/07/2024 18:31
20326,9393,897,4986,5,Works perfectly!,6/05/2024 13:30
42725,19629,147,985,1,Fast shipping and good packaging.,8/10/2025 8:53
40020,18354,301,4236,3,Fast shipping and good packaging.,11/09/2025 12:58
42574,19558,1829,1968,3,Works perfectly!,2/07/2024 12:36
26041,11997,1558,1449,4,Works perfectly!,17/03/2025 23:44
15205,7005,282,6304,2,Color was different from images.,22/01/2024 2:12
31168,14319,621,78,4,Value for money.,9/04/2024 1:48
39659,18188,978,9899,4,Item arrived damaged.,3/03/2025 20:05
1782,812,683,6087,3,"""Excellent product; will buy again.""",28/08/2024 3:59
39437,18080,94,6664,5,Customer service was helpful.,20/02/2025 13:15
12837,5897,2,4502,3,Value for money.,16/10/2025 18:24
23370,10783,481,8939,2,"""Excellent product; will buy again.""",18/07/2025 4:02
28712,13209,1807,6565,2,Color was different from images.,10/10/2025 18:02
14625,6739,124,3721,4,Value for money.,15/07/2025 21:49
12457,5724,840,2221,3,Color was different from images.,19/10/2025 21:29
41370,18975,1819,8252,5,Value for money.,5/11/2024 13:49
41151,18873,1081,6763,3,Customer service was helpful.,1/06/2024 12:48
6633,3005,270,5504,4,Works perfectly!,17/04/2025 19:54
3023,1376,263,5892,2,"""Not as expected; quality is poor.""",10/08/2024 10:16
8543,3908,215,7626,3,Item arrived damaged.,27/07/2024 10:54
35580,16337,1342,2115,5,"""Not as expected; quality is poor.""",19/02/2025 13:15
10695,4919,507,834,3,Value for money.,20/09/2024 6:20
19519,9028,898,7452,4,"""Not as expected; quality is poor.""",8/04/2024 11:21
41318,18953,334,2930,3,Highly recommend this brand.,14/12/2024 6:43
1403,632,922,8268,2,Value for money.,20/02/2025 2:30
22058,10183,1542,4492,3,Works perfectly!,3/10/2024 9:44
29411,13515,1142,2056,5,Fast shipping and good packaging.,30/09/2025 8:33
3701,1672,175,1409,4,Highly recommend this brand.,18/10/2025 15:34
15322,7059,590,8904,5,"""Excellent product; will buy again.""",4/08/2025 19:48
21948,10137,1000,3539,2,Customer service was helpful.,13/06/2025 3:16
2580,1187,1385,2028,3,Item arrived damaged.,26/10/2025 22:18
6849,3101,575,3565,2,"""Excellent product; will buy again.""",14/04/2024 7:48
16059,7417,487,9941,3,Customer service was helpful.,17/08/2024 14:51
26676,12279,1820,6241,2,Fast shipping and good packaging.,3/06/2025 22:26
18493,8538,1240,4531,4,Value for money.,26/02/2025 12:28
29228,13445,575,5492,3,"""Excellent product; will buy again.""",10/01/2025 22:19
17690,8176,1630,9372,5,Works perfectly!,16/10/2025 9:42
13617,6270,999,4458,3,Decent product for the price.,13/08/2025 12:36
12052,5545,324,1600,3,"""Not as expected; quality is poor.""",14/03/2024 12:46
10882,5008,690,6800,3,"""Not as expected; quality is poor.""",9/10/2025 10:46
27250,12534,695,2535,5,Decent product for the price.,11/12/2024 14:33
32860,15084,344,2034,3,Fast shipping and good packaging.,8/08/2024 6:21
26281,12109,346,1784,3,Value for money.,30/07/2025 11:52
2762,1268,1064,8127,4,Color was different from images.,17/07/2025 20:50
15512,7156,1013,7602,4,Item arrived damaged.,22/11/2024 5:23
10015,4596,1671,4045,3,Fast shipping and good packaging.,4/03/2024 3:03
27059,12444,735,3581,5,"""Not as expected; quality is poor.""",5/05/2024 23:38
9969,4573,722,9545,5,Works perfectly!,19/01/2024 21:52
12007,5526,1820,1236,4,Color was different from images.,8/05/2025 16:45
4044,1844,1765,4992,5,Value for money.,30/04/2024 1:15
21994,10154,883,9728,1,Value for money.,1/06/2025 18:42
19143,8841,186,9470,3,"""Not as expected; quality is poor.""",13/01/2025 16:01
2225,1030,687,220,5,Decent product for the price.,21/05/2025 9:47
21508,9936,332,1713,5,Customer service was helpful.,29/10/2024 3:45
7109,3221,1528,8477,3,Fast shipping and good packaging.,13/09/2024 21:31
245,104,373,7392,3,Fast shipping and good packaging.,8/04/2024 15:47
22280,10296,1003,717,5,Customer service was helpful.,6/02/2024 2:20
20814,9621,342,5616,5,Decent product for the price.,20/09/2024 0:26
13976,6434,1266,78,5,Fast shipping and good packaging.,8/04/2025 7:30
32527,14933,1717,4335,4,Value for money.,7/06/2024 1:11
10287,4733,823,8275,4,Customer service was helpful.,13/08/2024 11:59
39459,18088,998,392,5,Value for money.,9/02/2024 18:39
29522,13569,614,7892,4,Color was different from images.,4/04/2024 15:38
27537,12660,1456,183,4,Customer service was helpful.,25/02/2025 13:18
24048,11093,109,2803,4,Decent product for the price.,10/01/2024 22:09
4204,1918,526,4982,4,Works perfectly!,3/11/2025 7:12
9724,4472,101,180,3,Highly recommend this brand.,25/10/2024 7:15
22719,10495,1128,2486,5,Decent product for the price.,25/10/2024 23:42
39882,18290,107,9147,4,"""Not as expected; quality is poor.""",10/07/2024 11:09
30264,13905,787,8352,1,Customer service was helpful.,8/04/2024 5:20
42382,19461,1168,3921,2,Decent product for the price.,15/05/2024 12:53
24436,11272,1624,7044,5,Value for money.,16/03/2025 15:10
9722,4471,41,6911,4,Fast shipping and good packaging.,19/09/2025 5:43
9956,4567,1842,1096,3,Works perfectly!,11/08/2025 1:35
24534,11323,1248,5314,4,Color was different from images.,23/06/2025 18:07
11029,5075,203,1515,5,"""Not as expected; quality is poor.""",13/06/2024 13:31
14556,6708,512,6817,5,Customer service was helpful.,17/08/2025 7:45
13112,6022,1469,6000,5,Highly recommend this brand.,25/08/2024 3:14
17880,8260,894,7016,4,"""Excellent product; will buy again.""",20/04/2025 18:28
42073,19313,1754,4023,5,Color was different from images.,5/02/2024 13:48
18117,8377,1346,7730,5,Highly recommend this brand.,10/07/2025 12:55
4970,2269,1661,4623,5,Color was different from images.,14/02/2025 14:45
30326,13933,1480,7316,5,Value for money.,17/11/2024 20:39
1718,782,551,4642,4,Item arrived damaged.,12/08/2024 9:08
26893,12370,445,7610,3,Highly recommend this brand.,17/09/2025 5:29
41455,19016,215,8006,3,Decent product for the price.,14/02/2025 10:53
23332,10763,847,9310,4,Works perfectly!,7/08/2025 22:11
28810,13251,1975,5417,3,Customer service was helpful.,7/10/2025 22:12
25763,11877,1377,8722,4,"""Not as expected; quality is poor.""",6/02/2024 14:05
329,148,679,5318,4,Fast shipping and good packaging.,30/03/2024 13:16
11049,5082,1894,9973,3,Works perfectly!,15/07/2024 14:34
2709,1247,1943,1287,3,Works perfectly!,6/09/2025 21:50
26694,12285,1150,6536,2,"""Excellent product; will buy again.""",5/05/2024 17:07
1747,795,663,4679,5,Color was different from images.,25/03/2025 12:13
5762,2615,1167,5471,3,Highly recommend this brand.,14/04/2025 9:56
40212,18436,74,526,5,Customer service was helpful.,18/06/2024 23:25
9608,4423,1397,9752,4,"""Not as expected; quality is poor.""",30/08/2024 17:50
42827,19684,1364,486,4,"""Not as expected; quality is poor.""",16/07/2024 6:09
3692,1668,959,1568,3,Works perfectly!,18/01/2025 11:23
42963,19752,1508,9341,3,Highly recommend this brand.,6/08/2025 20:08
30802,14144,967,676,3,Item arrived damaged.,8/09/2024 10:27
25359,11700,1843,9165,4,Item arrived damaged.,8/05/2024 22:08
22059,10184,1392,4367,5,"""Excellent product; will buy again.""",6/11/2025 10:29
11901,5473,270,9902,5,Fast shipping and good packaging.,4/12/2024 10:04
33126,15219,1915,8600,3,"""Excellent product; will buy again.""",17/07/2025 22:54
31159,14316,1824,1055,3,Item arrived damaged.,25/03/2024 12:03
16831,7773,1830,1750,5,Works perfectly!,12/04/2025 12:11
26296,12114,1717,5745,4,"""Not as expected; quality is poor.""",6/11/2025 14:27
2161,997,482,4799,3,Value for money.,1/09/2025 18:21
5913,2681,646,6416,2,"""Excellent product; will buy again.""",7/03/2025 19:36
34335,15764,420,3674,3,"""Excellent product; will buy again.""",20/02/2024 12:31
10626,4889,1435,511,4,Decent product for the price.,4/10/2025 23:22
16622,7676,885,2050,4,Color was different from images.,17/02/2024 13:50
16564,7653,1978,4045,4,Highly recommend this brand.,29/07/2025 14:32
13816,6363,760,4793,4,Decent product for the price.,14/06/2025 2:51
17860,8254,1101,5863,3,Customer service was helpful.,23/04/2025 21:22
39293,18020,1796,6658,3,Color was different from images.,16/09/2024 8:18
32580,14956,127,2721,3,Highly recommend this brand.,4/07/2025 18:17
34764,15959,829,5715,3,"""Excellent product; will buy again.""",9/12/2024 23:17
2993,1366,1786,1292,3,Customer service was helpful.,3/02/2025 13:13
9181,4211,747,7254,3,"""Not as expected; quality is poor.""",4/10/2024 0:27
17241,7962,1712,9068,1,Color was different from images.,8/08/2025 5:16
4464,2033,1059,4248,4,Item arrived damaged.,18/08/2025 7:55
17830,8242,16,1977,4,Highly recommend this brand.,15/03/2025 21:35
3390,1536,864,9169,5,Item arrived damaged.,15/05/2025 16:17
20155,9311,1771,6249,1,Item arrived damaged.,2/07/2024 2:22
20685,9562,808,533,5,Works perfectly!,3/11/2025 23:18
34452,15815,1782,847,4,"""Not as expected; quality is poor.""",30/06/2025 22:23
15406,7105,907,8320,2,Item arrived damaged.,2/02/2024 8:36
15457,7126,890,8174,4,"""Excellent product; will buy again.""",31/03/2025 14:23
35284,16205,512,6298,5,"""Not as expected; quality is poor.""",10/11/2024 17:15
21490,9927,1264,5760,1,Highly recommend this brand.,6/08/2024 13:02
11613,5346,706,4012,5,Highly recommend this brand.,13/01/2024 17:03
17467,8068,1773,3905,4,Item arrived damaged.,30/10/2024 21:51
33162,15236,1657,1760,3,Customer service was helpful.,21/01/2025 2:00
31622,14519,1767,2584,5,Customer service was helpful.,7/02/2025 12:18
25926,11950,1630,6528,3,Value for money.,14/05/2024 18:05
21493,9929,712,3230,3,Fast shipping and good packaging.,30/08/2025 14:28
13046,5993,1658,2885,4,Color was different from images.,7/03/2025 16:30
37011,16985,1694,6238,5,Customer service was helpful.,24/10/2025 21:20
38082,17463,1055,312,4,"""Not as expected; quality is poor.""",9/11/2024 11:46
37684,17295,819,3817,3,Item arrived damaged.,17/01/2025 11:18
38510,17651,1018,2621,5,"""Not as expected; quality is poor.""",23/08/2025 13:55
693,306,1363,2575,4,Fast shipping and good packaging.,1/09/2024 6:06
33355,15313,1976,2420,2,"""Not as expected; quality is poor.""",29/11/2024 5:54
18013,8330,399,314,5,"""Excellent product; will buy again.""",20/04/2025 14:24
28245,12990,270,384,3,Highly recommend this brand.,3/02/2024 22:34
38016,17435,967,612,3,"""Excellent product; will buy again.""",17/01/2025 1:24
23828,10997,1449,6864,2,Color was different from images.,11/04/2024 9:57
32756,15035,997,1485,4,"""Not as expected; quality is poor.""",2/06/2025 16:44
22187,10254,745,2844,2,"""Excellent product; will buy again.""",5/11/2024 4:32
21308,9850,1160,9801,4,Item arrived damaged.,2/02/2025 9:43
33357,15315,895,7872,3,"""Excellent product; will buy again.""",26/01/2025 1:20
31772,14588,1807,7432,1,Customer service was helpful.,8/10/2024 4:23
3264,1479,835,3161,4,"""Not as expected; quality is poor.""",24/06/2025 10:06
3278,1486,564,6659,1,"""Excellent product; will buy again.""",24/08/2025 16:12
33660,15458,853,7548,4,Fast shipping and good packaging.,3/11/2025 21:39
31009,14244,202,6225,4,"""Excellent product; will buy again.""",5/04/2024 18:14
28835,13265,29,3078,5,Fast shipping and good packaging.,11/11/2024 11:17
42022,19284,742,3368,4,Fast shipping and good packaging.,22/11/2024 11:20
25182,11622,678,4782,5,Item arrived damaged.,9/05/2025 13:20
16552,7643,666,4051,5,Item arrived damaged.,2/11/2025 19:51
25850,11914,1838,7961,4,Color was different from images.,25/12/2024 2:41
8823,4036,629,7493,4,Decent product for the price.,26/06/2025 11:44
18429,8510,717,2241,1,Value for money.,9/04/2025 23:19
16905,7807,1932,8679,3,Decent product for the price.,5/09/2025 7:19
2697,1241,233,4772,2,"""Not as expected; quality is poor.""",7/08/2025 23:08
40922,18764,163,2102,4,Decent product for the price.,29/10/2025 2:06
9031,4140,1332,9313,4,Highly recommend this brand.,7/06/2025 17:57
2936,1343,1296,1151,4,Item arrived damaged.,18/06/2024 11:08
35579,16337,510,2115,2,Item arrived damaged.,11/05/2025 0:41
34143,15671,1231,429,2,Decent product for the price.,10/03/2024 19:35
26512,12217,1860,1311,3,Color was different from images.,31/10/2024 5:55
39583,18150,1713,8774,2,Customer service was helpful.,21/10/2025 6:16
38779,17776,1963,4663,4,Value for money.,15/10/2025 7:06
23495,10840,1527,6844,5,Value for money.,3/10/2025 23:58
3426,1553,104,1176,4,Color was different from images.,8/09/2024 11:11
29828,13709,752,1285,4,"""Not as expected; quality is poor.""",21/01/2024 7:51
725,318,293,8822,3,"""Not as expected; quality is poor.""",29/06/2025 14:45
40661,18641,882,4925,2,Works perfectly!,19/05/2024 2:26
19768,9137,1750,2195,4,Fast shipping and good packaging.,26/10/2024 1:14
38250,17535,99,5369,3,Highly recommend this brand.,2/10/2025 7:37
21585,9970,65,9822,2,Decent product for the price.,5/09/2024 2:18
4389,2005,1093,2489,4,Fast shipping and good packaging.,14/08/2024 9:21
36101,16579,90,463,5,Value for money.,8/09/2024 3:35
26158,12048,617,7173,3,Item arrived damaged.,11/06/2025 21:15
1283,571,1421,9858,3,Value for money.,2/05/2025 22:36
22395,10345,456,1298,4,Item arrived damaged.,16/05/2024 13:11
11655,5367,1727,3088,5,Customer service was helpful.,23/05/2025 14:32
2137,987,414,5887,4,Highly recommend this brand.,8/01/2024 10:53
24202,11169,84,9842,4,"""Not as expected; quality is poor.""",11/10/2024 8:06
34387,15789,1394,142,3,Value for money.,17/09/2025 2:40
34297,15743,1089,5358,5,"""Not as expected; quality is poor.""",15/07/2025 11:56
13001,5973,1058,7230,4,Item arrived damaged.,1/08/2025 4:06
33493,15383,1235,846,1,Item arrived damaged.,10/08/2025 21:37
16813,7767,1554,4463,4,Customer service was helpful.,25/01/2025 9:18
40001,18346,847,3494,3,Customer service was helpful.,19/08/2025 12:34
4683,2131,128,8598,2,Customer service was helpful.,6/09/2025 8:45
39529,18124,489,4595,4,Decent product for the price.,16/01/2024 23:07
3820,1729,238,4767,3,"""Excellent product; will buy again.""",28/03/2025 21:49
34201,15698,1588,2723,1,Value for money.,8/01/2025 10:46
14116,6499,29,2842,3,Decent product for the price.,9/01/2024 18:03
43105,19820,48,8874,3,Value for money.,3/02/2024 18:15
4424,2015,1894,6382,5,Decent product for the price.,9/06/2024 0:58
6650,3013,303,7303,2,Highly recommend this brand.,2/06/2024 1:01
30733,14112,1634,3882,3,"""Not as expected; quality is poor.""",7/05/2025 10:23
16270,7515,1430,853,5,Value for money.,1/08/2025 0:11
5752,2611,542,5680,4,"""Excellent product; will buy again.""",17/10/2025 21:46
18492,8538,1041,4531,4,Value for money.,11/08/2025 1:00
10409,4787,537,5104,2,Decent product for the price.,22/02/2024 0:41
30387,13954,1852,9137,4,"""Excellent product; will buy again.""",28/07/2025 22:55
20700,9570,1510,1305,4,Value for money.,12/09/2025 17:38
38866,17817,817,4111,5,"""Excellent product; will buy again.""",28/06/2024 8:55
240,102,1314,795,2,"""Not as expected; quality is poor.""",16/09/2024 1:56
2576,1184,1745,5232,3,Fast shipping and good packaging.,22/01/2025 10:23
29681,13636,1466,3453,5,Item arrived damaged.,3/11/2025 5:13
33244,15266,758,2223,4,Customer service was helpful.,9/04/2024 17:35
13249,6093,697,8564,2,Fast shipping and good packaging.,26/01/2025 18:33
23957,11054,996,2867,3,"""Not as expected; quality is poor.""",24/02/2025 21:16
9890,4536,1722,7767,4,Highly recommend this brand.,15/09/2024 10:55
33030,15167,1661,5148,3,Works perfectly!,5/12/2024 3:16
2439,1124,1704,8146,2,Fast shipping and good packaging.,4/01/2025 10:48
8111,3710,1092,6635,4,Customer service was helpful.,12/03/2025 5:06
13542,6233,568,2655,5,"""Not as expected; quality is poor.""",22/07/2024 3:55
40828,18716,554,3704,5,Decent product for the price.,8/10/2024 15:13
2228,1031,556,4102,3,Color was different from images.,20/01/2024 0:22
29097,13389,1710,8825,5,Value for money.,20/03/2024 19:27
43497,19991,1769,2900,3,Color was different from images.,25/07/2024 4:15
16311,7530,49,813,3,Fast shipping and good packaging.,4/08/2025 19:16
21130,9766,587,1927,2,Highly recommend this brand.,22/10/2025 5:23
22798,10529,144,1409,4,"""Excellent product; will buy again.""",26/02/2025 14:34
27531,12657,153,1081,4,Customer service was helpful.,16/07/2025 6:18
9121,4183,10,2851,5,Works perfectly!,5/01/2025 7:51
18854,8707,1764,1686,5,Works perfectly!,9/04/2025 21:49
39918,18307,991,1927,4,Color was different from images.,17/11/2024 13:04
30094,13829,1244,5957,4,Customer service was helpful.,6/10/2024 14:48
39718,18216,440,6104,3,Works perfectly!,4/11/2025 2:02
28649,13180,678,4099,4,"""Excellent product; will buy again.""",5/08/2024 23:27
16729,7731,207,8499,4,Customer service was helpful.,15/10/2024 23:04
41975,19260,1737,5708,5,Color was different from images.,19/12/2024 5:52
23107,10662,1519,5173,4,"""Not as expected; quality is poor.""",13/02/2024 7:45
14720,6785,1896,8900,4,"""Excellent product; will buy again.""",13/09/2024 11:03
20136,9304,1032,5778,2,Item arrived damaged.,5/06/2024 2:22
875,392,684,8683,2,"""Excellent product; will buy again.""",28/09/2024 7:49
17257,7969,1861,6309,3,Highly recommend this brand.,3/01/2025 6:21
34586,15876,1396,3187,2,Item arrived damaged.,24/07/2025 3:06
17358,8016,1922,5619,3,Value for money.,11/02/2025 12:07
12127,5572,485,1394,5,Value for money.,19/03/2025 12:07
4870,2214,1186,8124,4,Fast shipping and good packaging.,5/03/2025 15:26
10914,5021,1644,7133,5,Highly recommend this brand.,10/02/2024 8:26
37517,17220,1347,9378,3,Value for money.,12/04/2024 5:59
30739,14115,417,4888,3,"""Not as expected; quality is poor.""",19/12/2024 11:34
19345,8947,1640,7835,5,Fast shipping and good packaging.,17/10/2025 8:13
35084,16114,286,8006,2,Customer service was helpful.,25/05/2024 16:40
37231,17090,556,6093,2,"""Not as expected; quality is poor.""",19/03/2025 0:32
35934,16505,1855,7276,4,Color was different from images.,12/10/2025 19:42
18824,8693,273,8898,4,"""Excellent product; will buy again.""",3/10/2024 18:02
33346,15310,124,212,3,Color was different from images.,17/10/2024 18:26
21669,10004,304,763,2,Fast shipping and good packaging.,5/01/2025 7:07
13589,6254,1188,307,1,Works perfectly!,15/01/2024 9:06
8918,4083,1250,6054,3,Value for money.,14/09/2025 11:34
31845,14624,1750,8004,3,Value for money.,18/03/2024 11:14
30688,14093,76,9410,5,Color was different from images.,6/06/2025 5:40
40633,18629,322,458,4,Item arrived damaged.,21/02/2025 14:48
22501,10387,925,2048,3,Decent product for the price.,8/09/2024 22:34
19512,9024,185,5861,3,Fast shipping and good packaging.,30/11/2024 13:45
33206,15251,1927,3765,4,"""Not as expected; quality is poor.""",6/04/2024 20:45
5832,2645,1481,2961,3,Fast shipping and good packaging.,7/03/2024 9:47
13552,6237,1195,452,3,Customer service was helpful.,19/08/2025 8:03
15893,7334,1655,650,4,Works perfectly!,25/05/2024 1:40
28422,13071,188,690,4,Fast shipping and good packaging.,4/05/2025 16:11
15469,7131,949,10,4,Decent product for the price.,19/01/2025 21:57
29701,13645,1196,1077,4,Value for money.,3/10/2024 16:25
43021,19785,1465,939,3,Decent product for the price.,12/06/2024 22:22
26096,12017,984,9411,3,Fast shipping and good packaging.,19/11/2024 7:07
31237,14345,348,4310,3,Customer service was helpful.,21/07/2025 14:45
15375,7089,258,1318,2,Color was different from images.,22/06/2024 0:44
34902,16023,1737,7409,3,Item arrived damaged.,22/02/2025 23:28
16150,7467,1241,9313,2,Works perfectly!,2/11/2024 0:13
1187,529,612,7554,4,Highly recommend this brand.,18/02/2025 23:15
18603,8594,1291,2528,3,Highly recommend this brand.,9/10/2025 3:36
24098,11119,1585,1493,2,Value for money.,10/06/2024 12:48
38296,17553,1256,4444,5,Highly recommend this brand.,11/04/2024 15:45
11835,5444,1254,4351,5,"""Excellent product; will buy again.""",27/01/2024 10:10
1268,563,1623,1868,2,Item arrived damaged.,21/04/2025 3:51
38975,17860,1588,6236,5,Value for money.,6/01/2025 4:36
18164,8395,1949,7778,4,Value for money.,1/11/2024 0:44
14227,6549,883,1420,5,Highly recommend this brand.,28/06/2024 6:54
24226,11181,762,8344,3,Fast shipping and good packaging.,14/01/2024 2:20
24184,11159,111,3456,5,Fast shipping and good packaging.,30/05/2024 0:00
26191,12066,1986,4821,5,Value for money.,2/02/2025 7:59
31331,14388,204,4700,3,Fast shipping and good packaging.,18/01/2024 0:03
40300,18479,1164,2392,5,"""Excellent product; will buy again.""",12/10/2024 11:03
4063,1852,882,2485,4,Customer service was helpful.,26/07/2024 11:17
29242,13448,905,3540,2,Color was different from images.,9/05/2025 4:26
41820,19185,1996,2651,1,"""Excellent product; will buy again.""",4/04/2024 19:22
13641,6280,853,1072,3,"""Excellent product; will buy again.""",14/05/2024 5:58
34290,15741,48,4794,3,Fast shipping and good packaging.,19/03/2024 19:43
10392,4779,1101,6620,3,Decent product for the price.,12/01/2025 8:12
11038,5078,1282,6252,5,"""Excellent product; will buy again.""",23/06/2024 3:13
21185,9793,907,6076,4,Customer service was helpful.,16/11/2024 5:06
5320,2421,515,9022,4,Value for money.,10/08/2024 2:41
23653,10907,1276,7202,2,Customer service was helpful.,22/11/2024 11:23
30376,13950,798,3562,5,Decent product for the price.,1/06/2024 21:54
17368,8022,1678,3028,5,Value for money.,6/07/2024 1:37
43014,19780,1888,8971,3,"""Excellent product; will buy again.""",14/06/2025 18:49
19074,8806,730,5420,3,Highly recommend this brand.,3/03/2024 5:52
23721,10944,636,6591,2,Decent product for the price.,6/08/2025 2:22
28145,12949,933,5023,4,Item arrived damaged.,29/07/2025 15:00
25246,11653,1071,904,3,"""Excellent product; will buy again.""",10/03/2024 3:17
22653,10460,996,1181,5,"""Not as expected; quality is poor.""",22/09/2024 13:20
24910,11497,1701,9759,4,Decent product for the price.,9/01/2025 0:35
26756,12314,776,2635,5,Works perfectly!,18/11/2024 17:44
6431,2902,431,6569,3,"""Not as expected; quality is poor.""",10/02/2025 5:26
25077,11574,1274,7674,4,Value for money.,11/01/2024 6:38
19181,8862,333,8771,2,Customer service was helpful.,14/11/2024 14:31
21262,9823,619,4613,3,Works perfectly!,3/01/2024 17:56
31043,14258,67,5260,3,"""Excellent product; will buy again.""",30/08/2024 16:02
4413,2013,615,6339,5,"""Not as expected; quality is poor.""",6/04/2025 9:32
29255,13452,1898,38,4,"""Excellent product; will buy again.""",25/10/2024 15:25
13499,6214,443,7579,3,Color was different from images.,1/06/2025 5:13
2210,1024,1784,3795,4,Customer service was helpful.,7/05/2024 13:01
37704,17301,1238,1309,3,Color was different from images.,15/10/2024 16:28
18849,8705,1863,4627,4,"""Not as expected; quality is poor.""",3/07/2025 2:45
7346,3341,1373,1088,4,Value for money.,29/04/2025 18:17
3947,1794,916,322,4,Value for money.,15/07/2025 7:04
238,101,905,9367,3,Customer service was helpful.,3/02/2024 0:21
33169,15239,494,291,4,Customer service was helpful.,22/06/2025 9:52
34749,15952,1307,4385,5,Value for money.,23/01/2025 8:35
13178,6056,190,2429,5,Decent product for the price.,12/01/2024 6:49
17927,8285,809,3603,4,"""Not as expected; quality is poor.""",31/08/2025 17:23
33089,15197,1568,2867,4,Works perfectly!,14/03/2024 23:51
10628,4890,704,7564,4,Customer service was helpful.,22/02/2025 19:52
19983,9240,261,3372,4,Color was different from images.,29/03/2024 16:20
17564,8113,1101,3702,5,Fast shipping and good packaging.,27/01/2024 22:01
38551,17668,273,5378,4,Item arrived damaged.,6/06/2025 10:19
30114,13837,1578,7382,5,Color was different from images.,2/01/2024 8:28
34477,15829,936,3209,3,Fast shipping and good packaging.,21/05/2025 5:34
13151,6041,1124,1520,3,Highly recommend this brand.,4/05/2025 9:16
30949,14214,1261,2629,5,Color was different from images.,22/01/2024 0:46
16605,7668,928,176,4,Decent product for the price.,22/03/2025 9:15
28420,13069,42,6270,2,Fast shipping and good packaging.,21/04/2025 0:21
13912,6402,1050,6824,4,Fast shipping and good packaging.,16/12/2024 16:34
6511,2943,46,9987,5,Customer service was helpful.,20/08/2025 15:49
18169,8396,76,5375,2,Customer service was helpful.,15/09/2025 10:46
24964,11523,636,7508,4,"""Excellent product; will buy again.""",29/02/2024 4:19
41783,19170,649,8953,5,Item arrived damaged.,22/07/2025 17:17
29431,13526,810,8964,1,Highly recommend this brand.,30/04/2025 21:38
24327,11227,481,5398,3,Customer service was helpful.,16/03/2025 7:43
27207,12511,729,9567,3,Item arrived damaged.,3/09/2025 21:24
19305,8928,1750,5087,2,Fast shipping and good packaging.,14/09/2025 23:13
9763,4489,312,1071,4,Fast shipping and good packaging.,16/04/2025 2:08
8815,4033,492,35,4,"""Not as expected; quality is poor.""",2/05/2024 3:40
32940,15122,1222,5956,5,Item arrived damaged.,8/04/2025 8:37
34686,15921,1492,3669,5,Works perfectly!,15/04/2025 18:56
31470,14451,273,4181,3,Item arrived damaged.,29/02/2024 6:52
32424,14892,1662,8682,5,Fast shipping and good packaging.,21/02/2025 11:23
39048,17895,1522,749,4,Decent product for the price.,5/06/2025 3:56
