orderid,userid,orderdate,orderstatus,orderamount
6881,2977,9/06/2025,returned,302.07
2642,5929,29/06/2024,processing,669.84
16059,8672,20/08/2025,processing,51.78
17747,1202,12/02/2024,cancelled,252.9
13203,7479,23/03/2025,shipped,63.38
4063,5373,31/01/2025,completed,584.18
11208,214,18/10/2024,completed,20.31
7128,168,13/07/2025,cancelled,21.71
11000,4214,28/02/2024,cancelled,1063.77
265,7023,25/04/2024,shipped,43.46
8297,3699,12/10/2024,shipped,233.44
4140,9313,29/10/2024,cancelled,27.08
12128,772,16/07/2024,completed,54.34
10538,5253,16/02/2024,completed,28.77
11645,9857,13/08/2024,completed,726.44
8961,4326,2/05/2025,processing,2594
12697,1087,29/08/2025,cancelled,185.4
11385,4566,3/07/2025,shipped,719
13020,3263,14/10/2025,completed,18.76
13363,5903,31/07/2025,shipped,923.52
17440,890,3/04/2025,processing,484.26
15606,1659,13/03/2025,cancelled,646.95
13622,2613,6/12/2024,processing,1702.11
5539,5348,15/05/2025,shipped,594.62
5740,986,12/06/2024,completed,2035.42
12193,1122,27/11/2024,returned,236.24
13098,8214,13/02/2025,returned,444.15
7594,742,14/01/2024,returned,2227.85
11599,5035,1/03/2024,processing,158.55
16694,9364,5/11/2025,processing,116.26
3074,5997,25/02/2024,shipped,109.26
17629,1549,23/10/2024,shipped,424.69
9520,9901,23/10/2024,cancelled,357.59
836,8425,17/11/2024,cancelled,358.71
11709,2586,16/10/2024,shipped,1392.61
8683,1465,23/06/2025,cancelled,621.31
97,2710,29/11/2024,processing,100.3
12067,2138,16/10/2024,shipped,128.53
10941,2136,19/03/2024,completed,12.34
13476,630,18/06/2024,returned,930.98
17198,3372,12/04/2025,returned,9.32
1880,4788,18/04/2025,returned,2921.39
1631,9616,19/02/2024,shipped,863.9
6330,9479,13/06/2025,shipped,1511.11
5098,5128,26/04/2025,completed,1233.42
1228,8120,17/11/2024,returned,409.41
18810,6565,24/04/2025,processing,582
16314,8422,22/01/2025,shipped,746.51
11329,8892,8/02/2025,completed,2232.17
4125,5573,18/05/2024,cancelled,1676.62
1776,6408,30/07/2024,shipped,332.56
13785,8995,4/02/2025,shipped,3169.33
11926,1003,19/03/2024,shipped,1935.66
6518,1379,19/09/2024,completed,235.98
11073,3360,25/10/2024,cancelled,349.82
18737,201,23/04/2025,cancelled,20.8
16432,6641,15/09/2025,completed,305.77
12984,6457,14/02/2024,completed,329.78
18891,2293,30/03/2025,processing,661.56
17584,6175,15/01/2025,shipped,265.04
1663,526,29/07/2024,processing,186.88
4965,8345,2/05/2025,returned,1568.98
5884,7825,16/06/2025,processing,672.07
2843,5033,30/12/2024,cancelled,81.87
7027,845,12/02/2024,cancelled,277.82
17347,8135,23/06/2025,completed,18
8760,807,22/09/2024,returned,375.69
18381,6263,29/02/2024,shipped,159.95
5376,7748,16/12/2024,returned,601.78
10055,378,22/09/2024,returned,73.01
9656,5197,2/08/2024,processing,26.68
215,8741,7/04/2024,shipped,430.41
8091,9250,12/05/2024,processing,400.96
10958,9326,13/11/2024,processing,154.29
16762,107,27/03/2024,shipped,436.94
13727,8181,15/06/2024,processing,217.38
9339,3492,21/08/2024,shipped,97.42
7863,7452,27/08/2025,returned,484.07
7822,9465,5/04/2024,processing,562.19
5355,1574,3/07/2024,completed,1059.58
15642,5961,19/03/2024,completed,1052.76
17278,4692,11/02/2024,shipped,3607
3305,7433,14/07/2025,shipped,521.5
9062,1080,16/07/2024,returned,447.29
17646,6089,13/04/2025,shipped,6.58
11070,7542,26/09/2024,cancelled,74.86
9848,3485,17/10/2024,completed,84.97
17042,9133,29/01/2024,shipped,1391.35
1561,9334,27/03/2024,completed,59
300,1813,15/04/2025,completed,23.54
6649,4180,17/07/2025,completed,394.95
18885,8356,16/01/2024,returned,507.7
6009,6789,28/03/2024,shipped,1368.99
15034,8325,17/08/2025,cancelled,1146.85
19847,5872,7/10/2024,shipped,3.69
10936,4776,24/01/2025,cancelled,990.68
28,7489,9/01/2024,processing,334.14
3126,2953,6/08/2025,returned,21.91
8864,5511,20/07/2024,shipped,68.39
6798,2871,1/05/2024,shipped,1111.88
14608,3878,5/12/2024,shipped,66.33
5155,788,14/08/2024,completed,365.24
453,5828,15/01/2024,returned,570.1
19412,511,8/05/2025,returned,2899.31
12964,9233,29/07/2024,completed,2294.51
1919,2150,15/05/2024,completed,113.66
6098,4558,23/02/2025,cancelled,81.52
12225,9442,12/12/2024,completed,228.95
5838,9158,10/09/2024,processing,106.14
3387,9514,22/09/2024,shipped,9.27
4780,1,25/04/2024,shipped,1392.89
9558,7870,28/06/2024,returned,215.05
17796,682,23/05/2025,cancelled,1259.82
2820,8018,21/03/2024,returned,52.77
13046,1366,8/02/2025,returned,1114.88
12527,6669,24/03/2025,processing,875.58
5589,6885,13/03/2025,shipped,867.31
16289,8434,1/10/2024,returned,1546.52
17018,6575,2/05/2025,cancelled,423.95
19480,1714,12/01/2025,completed,476.89
9314,9282,6/05/2025,shipped,267.01
2656,8019,12/08/2024,cancelled,581.33
12148,7282,5/01/2024,cancelled,3202.55
9061,8797,19/12/2024,completed,46.81
9681,321,26/01/2025,completed,28.51
1856,7956,15/10/2024,processing,13.04
8332,416,5/04/2025,returned,3388.85
19634,3502,4/12/2024,processing,319.15
17243,4435,11/08/2024,returned,2575.9
16215,1279,6/12/2024,cancelled,86.59
12386,3939,9/05/2024,processing,735.2
13446,2808,2/11/2024,completed,272.28
15383,846,19/04/2024,returned,657.19
16509,7695,28/09/2025,shipped,1246.53
1837,5383,2/01/2025,processing,147.11
5775,9276,8/04/2024,returned,1687.99
4960,879,29/05/2025,cancelled,512.74
15070,9753,21/02/2024,shipped,133.32
14928,7430,8/11/2025,processing,3017.25
16920,5498,17/08/2025,shipped,662.39
18159,1165,14/03/2024,shipped,84.54
15048,1057,24/05/2024,cancelled,159.95
17507,8856,1/03/2024,processing,654.04
18256,3703,30/09/2024,processing,106.09
3654,2725,16/04/2025,returned,268.09
6100,8273,3/06/2024,shipped,73.9
6447,7121,14/02/2025,processing,122.24
18403,5810,28/09/2024,shipped,86.7
19033,2011,21/05/2024,completed,510.63
7007,9777,30/04/2024,cancelled,118.9
460,9545,5/10/2024,completed,74.41
5690,8857,19/07/2025,returned,1259.44
18907,866,21/01/2025,processing,939.05
15858,2182,16/08/2025,completed,368.98
13641,4634,8/03/2025,returned,178.96
1226,5534,17/06/2024,returned,846.61
9570,1305,22/03/2024,completed,719.68
19763,6368,27/07/2024,completed,427.92
12616,5809,26/12/2024,returned,690.47
7713,4158,16/02/2025,shipped,1523.58
253,7023,15/10/2024,cancelled,725.28
8708,3085,8/03/2024,cancelled,739.65
658,5275,1/09/2025,cancelled,492.64
16216,5733,4/03/2024,processing,2547.05
4724,6978,13/02/2024,cancelled,1620.84
16434,2789,24/01/2025,shipped,23.79
5667,6389,8/01/2025,processing,367.16
1022,5721,23/08/2025,shipped,75.81
16757,6159,7/11/2025,shipped,26.07
8885,9526,25/05/2025,completed,36.42
2364,1799,9/11/2025,shipped,1967.04
15752,4910,8/01/2024,shipped,53.48
18220,3183,10/03/2025,completed,1611.47
16362,5627,13/11/2024,cancelled,178.38
15338,1069,2/07/2024,processing,530
15620,3159,8/08/2024,shipped,512.37
3676,1055,23/09/2025,cancelled,2715.92
2676,6412,28/05/2024,cancelled,530.14
3880,8074,29/11/2024,processing,451.61
4846,2310,26/03/2025,completed,598.42
19353,3254,24/01/2025,completed,69.54
1793,7522,17/04/2025,returned,27.08
7298,2949,29/06/2025,processing,47.03
697,6515,8/10/2025,cancelled,205.58
13338,2659,20/06/2025,shipped,77.92
11643,2529,21/10/2025,processing,274
7805,2058,18/10/2025,cancelled,151.94
6172,2937,15/09/2024,returned,382.83
3264,1142,15/11/2024,shipped,857.26
6287,2913,24/08/2024,shipped,36.26
11757,5523,24/09/2025,completed,413.78
8578,1944,31/03/2024,returned,104.12
10321,6934,29/04/2024,returned,1096.07
12110,9514,31/05/2024,returned,82.77
13623,47,15/10/2024,cancelled,291.84
564,771,29/04/2025,processing,3382.41
3274,8096,15/02/2024,cancelled,401.3
9171,4768,20/06/2025,completed,861.62
9123,6527,8/01/2024,returned,428.04
9714,2428,10/07/2025,returned,1580.95
10518,5367,16/09/2024,shipped,83.25
18077,1608,17/06/2025,cancelled,207.31
12879,3018,4/05/2025,processing,345.64
11086,4903,3/06/2024,completed,341.96
3854,9892,12/06/2025,shipped,227.24
5880,4598,12/06/2025,processing,567.18
10666,5517,3/11/2025,processing,21.56
13408,9153,11/01/2024,shipped,104.38
12365,6506,1/05/2025,shipped,352.97
4493,1569,15/06/2024,returned,215.1
17443,361,19/01/2024,returned,11.08
16437,5531,23/05/2025,shipped,1957.11
3993,6973,22/02/2024,shipped,2822.06
10920,6920,23/10/2025,cancelled,470.25
17332,6144,14/05/2025,cancelled,46.59
3983,594,23/01/2025,shipped,500.82
14371,6358,28/09/2025,shipped,129.23
11398,6896,16/02/2024,returned,1036.32
9466,8437,10/04/2024,processing,135.01
19160,5271,28/04/2025,processing,1070.06
14606,9270,30/06/2025,shipped,2749.06
90,3655,13/09/2025,cancelled,57.1
18940,3207,4/07/2024,cancelled,509.9
9650,2329,4/08/2025,cancelled,432.3
7511,795,3/02/2025,completed,327.22
3612,8757,2/10/2024,cancelled,356.93
9914,4787,4/01/2024,shipped,804.49
19491,9478,6/09/2025,shipped,39.6
6603,2922,1/10/2025,returned,1599.98
4323,7982,1/11/2025,processing,386.44
8464,5280,14/11/2025,processing,244.29
12646,3399,11/04/2025,shipped,1700.73
9837,7873,18/07/2024,shipped,188.48
7786,2783,26/01/2024,completed,109.55
3785,4204,20/06/2024,cancelled,5.79
7568,4714,13/05/2025,completed,84.8
18445,8881,11/11/2024,shipped,299.8
14127,8707,27/04/2024,returned,355.76
17229,5201,17/08/2024,returned,5761.47
11068,2376,4/07/2025,returned,558.79
15870,1954,1/01/2024,completed,56.57
11540,7298,23/06/2024,cancelled,5.67
13306,5557,6/11/2025,completed,380
14548,9142,6/01/2025,returned,106.78
17351,4468,10/01/2025,cancelled,44.54
19426,7103,15/10/2024,cancelled,298.1
7768,8988,26/07/2025,cancelled,554.29
16534,259,19/08/2024,cancelled,971.77
18296,4889,26/09/2024,shipped,207.37
17891,2261,16/11/2024,shipped,824.91
6320,6642,19/07/2025,processing,501.37
17007,6647,12/04/2025,shipped,1368.47
12306,1041,22/01/2024,processing,529.54
1761,5765,21/10/2025,cancelled,62.96
12851,6235,16/04/2025,completed,85.2
17481,2869,10/03/2025,shipped,329.39
14799,1646,2/06/2024,completed,1219.43
4469,309,3/02/2024,processing,977.7
12246,306,20/12/2024,shipped,13.77
4356,1479,17/12/2024,returned,1802.32
7922,48,2/02/2024,shipped,1562.4
11400,636,14/01/2025,completed,21.74
4176,6891,22/04/2025,returned,522.96
1101,3702,29/03/2024,shipped,648.76
16086,7109,31/07/2025,cancelled,51.9
16447,3851,21/04/2025,processing,341.8
19726,1263,2/06/2025,shipped,40.8
10887,4024,19/05/2025,cancelled,11.44
16040,270,3/01/2025,completed,281.21
8223,9367,3/10/2025,shipped,32.63
11421,3751,29/02/2024,completed,359.43
17269,4374,13/06/2025,returned,97.47
1155,8937,15/01/2025,returned,45.33
3709,7484,3/09/2024,returned,131.55
16370,7749,18/02/2024,shipped,282.04
4382,8954,16/10/2025,completed,660.72
11628,2070,20/09/2025,cancelled,468.49
11571,3375,30/12/2024,processing,99.74
7135,3153,26/06/2024,returned,1120.32
7140,3571,2/05/2025,shipped,967.28
4174,8267,19/09/2024,completed,235.11
16067,5131,19/10/2024,completed,21.92
15624,8431,9/05/2025,completed,250.53
3796,6892,23/04/2024,shipped,63.08
8081,4423,6/02/2024,returned,1373.78
19813,9242,11/09/2025,shipped,11.15
11432,8211,14/07/2024,returned,51.94
8431,9552,8/07/2025,returned,1843.82
955,4025,12/01/2024,returned,83.19
15164,5746,3/01/2025,returned,376.31
16154,6214,20/02/2024,cancelled,609.17
7212,3020,2/12/2024,shipped,1955.02
16441,5975,5/07/2024,returned,266.16
14275,1325,28/10/2025,cancelled,960.74
4476,9706,1/03/2024,shipped,386.12
2240,9661,25/08/2024,cancelled,251.96
19791,3917,27/10/2024,processing,1140.39
15856,5481,20/11/2024,completed,66.75
19597,1692,3/09/2025,shipped,27.3
7323,6952,18/09/2024,returned,11.8
7571,9345,20/02/2024,returned,213.95
9278,4378,2/05/2025,cancelled,1632.64
6079,2068,16/08/2024,returned,105.48
7228,2950,20/07/2024,returned,76.62
9877,6403,20/07/2025,shipped,705.02
7559,2352,22/10/2025,cancelled,424.56
13164,441,16/04/2024,completed,730.49
1505,5353,28/06/2025,processing,318.51
5318,9249,4/05/2024,shipped,132.56
3058,5161,4/06/2025,processing,114.6
6804,6946,2/04/2024,processing,4431.11
16139,8266,8/09/2025,shipped,376.31
3388,235,17/04/2025,returned,75.4
10443,5193,21/06/2025,processing,770.82
3295,6376,13/11/2025,cancelled,118.8
9139,4643,15/10/2025,completed,1134.93
11844,2660,5/11/2025,returned,42.69
14305,1346,18/01/2024,cancelled,134.63
13582,9808,9/06/2024,completed,66.78
333,1355,11/07/2024,cancelled,65
16897,5288,29/04/2025,returned,44.46
6432,8810,29/04/2024,completed,66.98
3158,3888,13/03/2025,processing,153.18
19862,1996,19/12/2024,cancelled,199.3
6865,1072,27/01/2025,processing,215.39
12198,6094,6/06/2025,processing,801.37
5142,4391,20/03/2024,shipped,1283.59
19563,4968,10/07/2024,returned,13.2
11508,6845,10/08/2024,returned,774.77
9860,5150,8/08/2025,cancelled,250.07
14342,2889,4/07/2025,shipped,1090.07
8705,4627,3/11/2025,completed,3006.2
4500,3358,29/10/2024,returned,266.4
13527,2007,9/10/2024,cancelled,295.66
12398,8397,25/09/2024,processing,195.39
19428,2717,22/04/2024,shipped,493.87
13543,6,22/04/2024,cancelled,259.69
4532,6942,15/09/2025,returned,956.33
18306,8536,10/06/2025,processing,102.74
3610,8104,29/10/2024,returned,157.61
4461,4779,14/06/2025,cancelled,43.24
15586,1303,13/10/2025,processing,1565.53
15210,2690,10/05/2024,completed,65.56
5221,5370,22/01/2024,shipped,1168.93
5671,3455,30/10/2025,completed,746.51
18112,2646,17/08/2025,processing,37.22
10556,5476,15/03/2025,completed,55.14
10029,3727,21/05/2024,returned,551.33
3161,339,2/10/2025,cancelled,253.68
17680,8633,24/07/2024,cancelled,2069.16
7825,6006,23/05/2025,shipped,73.81
3700,4485,30/12/2024,cancelled,1066.89
9643,7710,20/02/2025,cancelled,70.13
19253,1091,4/03/2024,shipped,123.2
14135,9912,26/08/2025,completed,249.91
3777,3174,13/07/2025,cancelled,236.55
4746,610,21/08/2024,completed,143.07
13085,9190,3/10/2024,completed,1855.58
15372,5146,21/11/2024,shipped,1133.06
4887,3236,13/06/2025,processing,118.8
8225,439,25/09/2024,cancelled,253.59
15501,3337,31/01/2024,shipped,64.11
13837,7382,13/05/2024,returned,178.77
553,5983,22/03/2024,completed,475.8
12658,4996,26/02/2025,completed,51.04
8008,2461,4/03/2025,cancelled,24.21
17057,8114,15/05/2024,returned,108.02
19669,8455,11/03/2025,processing,380.65
12593,4487,23/10/2025,returned,37.56
13969,8462,14/02/2025,processing,912.32
2702,7827,16/05/2025,returned,433.97
10137,3539,21/03/2025,cancelled,443.67
15052,6085,25/09/2024,cancelled,112.22
7354,7472,20/10/2024,cancelled,299.8
10680,2601,28/03/2024,cancelled,1495.08
17971,7327,8/11/2025,processing,3.37
14949,5591,23/07/2025,completed,143.9
6863,8113,5/08/2024,returned,388.93
11772,9313,25/09/2025,cancelled,400.6
8248,8068,21/01/2024,shipped,193.88
17041,9376,22/08/2025,completed,104.55
7231,1006,4/04/2025,completed,703.29
17095,4261,23/08/2024,shipped,189.48
12407,6836,8/07/2024,processing,1369.3
5970,6680,26/05/2025,shipped,129.24
14473,295,13/01/2024,completed,154.29
12187,6635,4/03/2024,returned,181.12
19700,7843,10/10/2024,shipped,115.37
14468,5702,28/01/2025,completed,1201.76
1072,6038,23/09/2025,returned,346.08
11138,9969,4/07/2024,processing,430.56
14632,6478,27/03/2024,processing,1237.25
13179,9718,19/09/2024,completed,1495.59
10244,5334,14/12/2024,returned,123.31
18034,7442,5/11/2025,cancelled,72.33
17582,8193,1/06/2024,returned,2615.76
12977,7784,30/04/2025,shipped,194.5
19983,7190,9/07/2025,shipped,475.27
16119,5391,1/08/2025,cancelled,145
2955,5995,18/10/2024,completed,213.62
14099,3870,19/04/2025,shipped,433.1
12797,8265,23/12/2024,cancelled,958.92
9512,136,23/01/2024,processing,572.41
600,8826,4/06/2025,shipped,362.24
16125,5577,4/02/2024,processing,43.57
17589,2668,10/06/2024,processing,657.35
585,299,13/06/2025,returned,1597.2
6643,4876,9/02/2024,returned,71.59
10404,8042,2/09/2025,returned,41.44
1872,2276,26/01/2024,completed,177.77
8626,5407,12/05/2025,returned,438.93
15314,2893,3/07/2025,cancelled,28.77
10040,2537,13/01/2025,shipped,2179.78
9341,9923,30/05/2025,returned,176.19
3470,132,26/02/2025,processing,222.45
16191,9695,5/04/2025,processing,495.1
10196,9495,29/05/2024,shipped,1409.37
9915,2693,18/07/2024,shipped,1979.79
7646,7128,8/03/2024,processing,117.09
1527,5237,2/02/2024,processing,452.13
6901,263,14/07/2025,shipped,70.2
2818,5372,21/06/2025,completed,497.16
19371,8665,20/07/2024,completed,614.34
10870,2351,9/12/2024,returned,1346.05
15608,4817,20/02/2024,returned,415.02
10261,2516,23/07/2024,processing,1010.31
1197,6695,15/04/2024,cancelled,721.64
3716,3394,9/06/2025,processing,805.7
11462,2724,29/10/2025,shipped,13.13
15472,1104,29/01/2025,processing,992.55
14470,9522,19/06/2025,completed,140.62
14475,3005,9/08/2024,returned,687.93
3297,5392,17/07/2024,completed,77.99
6648,933,9/12/2024,processing,165.59
17222,8840,27/05/2025,processing,2139.13
18572,8599,4/05/2025,completed,241.9
9875,6862,13/10/2024,cancelled,97.65
435,4544,11/05/2024,processing,882.32
5229,4776,29/07/2025,completed,21.46
8154,2135,26/07/2025,cancelled,69.29
10211,3161,14/05/2025,completed,1511.46
11153,8281,31/01/2024,completed,142.94
8385,3735,10/10/2024,completed,424.99
17361,3620,9/05/2024,processing,965.77
9935,2662,14/03/2025,cancelled,55.15
5546,6551,24/09/2024,shipped,548.14
57,3939,8/04/2024,returned,18.64
3844,7701,21/01/2024,returned,172.88
7070,602,28/04/2024,processing,20.41
12029,5817,9/01/2025,returned,301.21
19304,4390,21/08/2024,shipped,715.08
4281,479,15/05/2025,completed,798.6
19553,5039,21/05/2025,cancelled,3844.33
9464,1998,13/01/2024,completed,3772.56
2579,5808,21/01/2024,cancelled,488.69
13123,9526,21/12/2024,completed,567.39
1237,3384,1/01/2025,returned,235.42
3025,1405,3/08/2024,cancelled,63.48
13273,3477,24/04/2025,shipped,529.34
16576,2158,30/06/2024,completed,1889.87
5865,7957,8/03/2025,shipped,802.25
8309,3604,1/12/2024,processing,675.9
16490,234,24/12/2024,cancelled,248.42
8289,7252,24/04/2024,shipped,297.1
9627,6003,8/04/2025,completed,189.42
8758,2834,11/08/2025,cancelled,925.97
3448,8234,26/07/2025,shipped,336.06
6858,3239,29/11/2024,returned,352.16
17535,5369,8/07/2025,cancelled,376.15
13294,2493,16/11/2024,processing,182.85
11491,891,11/08/2024,completed,33.58
18037,3497,6/09/2025,completed,212.63
15739,66,14/12/2024,returned,67.51
11250,8323,31/03/2025,shipped,163.19
11004,4948,24/04/2025,returned,969.23
7129,4742,9/06/2024,shipped,1190.4
12725,2124,12/06/2024,processing,738.26
11874,7766,30/04/2024,returned,1572.68
5428,7070,12/08/2025,cancelled,598.63
8539,5207,2/07/2024,processing,993.53
3358,1713,8/05/2025,processing,1389.24
10617,2187,13/09/2025,cancelled,260.54
13900,2780,3/09/2024,completed,2592.57
16727,8511,7/05/2025,cancelled,889.27
5526,1236,6/05/2024,shipped,313.99
5049,8267,11/09/2025,completed,578.91
15914,6368,1/02/2024,returned,240.85
11914,7961,22/12/2024,shipped,1976.9
8825,7867,11/05/2024,cancelled,44.43
13531,7317,20/06/2024,shipped,915
6830,8980,9/01/2025,completed,265.12
3301,1119,14/07/2025,returned,331.63
5444,4351,25/04/2024,returned,206.24
12384,1821,20/04/2024,completed,22.47
1198,4661,4/09/2025,cancelled,721.03
10924,9920,7/03/2024,cancelled,472.38
2726,6293,18/02/2024,cancelled,55.25
2771,7569,30/04/2024,completed,4231.46
17072,6785,10/07/2024,completed,1673.27
18185,332,30/06/2025,shipped,56.92
10071,388,15/02/2025,cancelled,266.04
10199,3963,5/07/2025,cancelled,106.11
19288,9031,30/10/2024,cancelled,531.53
17453,1021,25/05/2025,processing,1480.95
866,1670,30/04/2025,cancelled,541.92
6504,2881,2/07/2025,shipped,55.44
13932,2290,11/10/2024,shipped,563.19
16787,1017,20/09/2024,returned,1773.26
18427,5884,30/10/2024,returned,623.75
16549,6907,11/12/2024,returned,3935.52
15960,6857,16/12/2024,returned,345.91
16492,8686,16/08/2024,completed,1862.71
12358,5857,11/02/2024,returned,1979.71
5989,8717,23/03/2025,cancelled,175.4
11939,7392,25/06/2024,processing,37.54
12113,4403,23/06/2024,cancelled,608.47
5570,7675,11/05/2024,returned,329.95
1067,6423,26/03/2025,cancelled,1369.3
17902,3319,23/07/2025,returned,1498.08
4701,2945,23/02/2024,cancelled,287.16
11480,1356,6/02/2025,completed,955.36
14224,2315,26/02/2025,completed,133.95
11666,5170,4/12/2024,completed,1103.03
17654,650,9/09/2025,cancelled,180.44
13694,4880,22/02/2024,completed,44.29
1472,6286,26/01/2025,processing,343.78
12139,2684,9/05/2025,completed,151.5
5496,3838,1/11/2024,cancelled,47.88
18957,7686,16/03/2025,completed,107.38
7747,488,27/06/2025,returned,44.55
18413,9245,11/07/2025,returned,175.83
13921,2070,31/08/2025,cancelled,52.54
13760,794,18/08/2024,cancelled,2108.67
9228,2854,19/04/2024,cancelled,169.58
3661,518,11/04/2024,shipped,257.55
15189,2454,9/04/2024,shipped,1559.33
19439,2210,2/12/2024,shipped,504.73
18525,6229,21/09/2024,returned,1837.49
11896,1693,21/06/2025,shipped,679.87
11088,8248,9/09/2024,completed,867.49
4911,2818,29/01/2025,shipped,222.3
18808,4157,21/05/2024,shipped,301.44
12745,5326,14/05/2025,completed,156.73
13677,9588,24/02/2024,completed,902.48
1029,2431,7/02/2025,shipped,21.92
12379,5398,30/07/2025,completed,52.95
15846,3650,12/03/2024,returned,1428.37
19940,5838,30/06/2024,shipped,145.19
17352,423,26/06/2025,shipped,124.78
2069,3400,8/07/2024,cancelled,410.78
6315,8927,20/06/2024,cancelled,20.06
9057,5132,22/11/2024,shipped,168.77
1932,611,25/02/2024,processing,114.66
18193,2347,27/09/2024,processing,396.08
17016,171,29/08/2024,shipped,1138.06
3822,9651,26/05/2024,completed,268.64
17242,1573,29/05/2024,returned,217.15
14727,1554,15/02/2025,completed,354.88
14430,196,23/02/2024,returned,88.98
12874,1533,30/07/2024,completed,236.7
13609,4215,22/10/2024,cancelled,749.52
4338,6129,27/04/2025,processing,96.33
2379,1733,31/05/2024,completed,578.39
9277,8185,25/04/2025,processing,67.11
14865,7927,1/08/2025,processing,264.75
6169,3905,21/04/2024,shipped,3870.6
6198,1990,21/01/2024,shipped,38.44
12260,5021,14/10/2025,completed,5.66
13072,5587,7/01/2024,shipped,893.72
16922,7496,18/10/2025,completed,36.2
257,2795,28/04/2025,cancelled,396.9
18329,4379,11/04/2025,shipped,247.81
8842,4434,30/01/2024,returned,521
12890,957,25/04/2024,cancelled,913.33
2099,44,28/03/2024,cancelled,191.11
14979,3446,22/02/2025,processing,116.79
15014,7246,13/09/2025,completed,320.46
10570,8296,16/05/2024,returned,2395.23
16708,867,17/12/2024,shipped,81.47
2665,5059,3/10/2025,completed,234.25
7732,8362,28/05/2024,shipped,275.36
17770,3628,28/12/2024,returned,380.55
6583,7772,12/09/2025,shipped,413.14
5622,7076,1/02/2025,processing,351.08
14356,7243,27/12/2024,processing,159.04
9391,384,15/06/2024,shipped,101.4
8614,7032,23/02/2025,shipped,107.6
19326,7591,28/02/2024,completed,105.75
3123,1805,26/04/2024,returned,420.78
7595,625,18/10/2025,completed,101.9
12389,7279,7/01/2024,returned,143.82
12393,2009,3/04/2025,cancelled,639.78
14476,3443,25/07/2024,returned,75.86
13686,3224,23/03/2024,processing,104.68
15139,9155,25/02/2025,completed,254.26
4167,3231,10/02/2024,returned,548.83
14630,3128,2/05/2025,returned,50.15
1289,2276,17/08/2024,processing,42.19
8710,6165,1/04/2025,shipped,1839.85
5476,2887,13/04/2024,returned,972.39
9353,2115,4/11/2025,returned,604.85
7620,4734,24/08/2024,cancelled,40.82
8983,1662,19/05/2024,cancelled,600.89
18965,3144,10/12/2024,shipped,1671.8
15559,82,28/02/2025,shipped,42.19
1157,3502,27/08/2025,processing,56.87
2599,7756,24/10/2024,processing,1611.3
13703,4528,26/07/2025,returned,1632.06
914,3515,1/02/2024,cancelled,1688.84
14583,4149,22/08/2025,cancelled,15.11
5875,6948,2/06/2024,completed,850.61
757,2852,7/11/2025,cancelled,562.07
8771,9113,30/09/2025,cancelled,2165.86
6250,5556,23/01/2024,shipped,1128.25
12610,4618,17/05/2025,returned,1463.26
11311,435,15/06/2025,cancelled,104.27
12950,1406,9/11/2024,cancelled,710.02
4652,1083,7/09/2025,processing,422.63
5572,1394,25/09/2025,completed,620.82
11533,3144,14/12/2024,processing,374.25
8587,7901,5/12/2024,processing,1018.78
16690,3684,18/07/2024,processing,102.66
18138,2977,30/08/2025,shipped,314.22
17755,3998,9/03/2025,completed,262.44
5186,6744,6/09/2025,shipped,287
4654,9810,12/01/2024,completed,1535.78
8729,8747,6/01/2025,completed,23.71
7736,2321,19/02/2025,completed,874.79
19250,6953,16/09/2025,cancelled,2801.8
2024,3707,22/03/2025,cancelled,40.51
7156,7602,1/01/2024,returned,1728.65
18496,4626,8/07/2024,cancelled,316.19
3679,9505,21/06/2024,completed,368.09
11336,756,3/11/2025,cancelled,577.95
9019,1053,26/08/2025,shipped,159.2
5426,9245,6/04/2025,returned,345.34
5646,1438,22/04/2025,completed,451.3
4613,3800,1/04/2025,processing,140.32
8625,6548,14/07/2025,processing,137.95
389,6374,14/10/2024,completed,1907.1
10095,5691,9/03/2024,shipped,133.34
14541,4324,23/08/2024,shipped,817.95
15534,4433,21/03/2025,processing,424.93
1467,5779,18/09/2025,processing,320.01
15455,8641,16/01/2024,shipped,952.63
5812,336,2/01/2024,returned,295.05
13136,1889,7/02/2024,processing,897.97
1088,9208,15/10/2024,completed,56.04
4114,3330,25/07/2025,cancelled,232.56
4648,8518,25/12/2024,processing,749.03
16644,7822,4/08/2025,shipped,591.2
16625,7583,4/07/2024,processing,16.1
10238,2669,2/02/2024,shipped,40.84
1834,4172,26/07/2024,completed,41.15
8473,1550,23/10/2025,completed,371.6
2926,666,6/09/2024,shipped,1022.97
8507,7913,20/04/2025,processing,542.09
9001,3669,2/11/2024,shipped,261.1
13736,3442,12/09/2024,cancelled,327.72
18627,4015,15/08/2024,returned,65.73
9000,1681,1/11/2024,cancelled,220.13
2576,659,17/10/2025,shipped,798.14
9250,7957,4/02/2024,shipped,1135.81
13657,3335,18/06/2025,completed,3522.84
18451,2554,8/10/2024,processing,77.46
8447,379,23/10/2024,shipped,33
10327,4827,3/07/2025,shipped,358.53
7000,2932,16/03/2024,completed,353.77
251,8264,2/11/2025,cancelled,1766.22
14603,5769,30/09/2025,processing,148.66
7801,5760,8/03/2024,completed,1603.75
8783,9193,2/07/2025,processing,1393.78
4880,299,27/07/2025,returned,61.6
10234,1889,24/03/2025,shipped,101.71
3846,2661,19/06/2025,completed,199.98
7589,6357,29/04/2025,completed,2394.88
2191,3417,13/08/2025,cancelled,1020.56
