prdid,prdname,prdcategory,prdbrand,prdprice,prdrating
1410,NeoTech List,Sports,NeoTech,70.68,3.66
301,Harbor Ever,Sports,Harbor,31.57,4.7
582,Everest Beautiful,Home & Kitchen,Everest,318.63,3.86
976,Solace Billion,Automotive,Solace,398.82,3.64
1573,Zenith Civil,Toys,Zenith,50.66,3.62
95,NeoTech Certainly,Clothing,NeoTech,121.02,4.88
700,GreenLeaf Century,Clothing,GreenLeaf,186.13,2.87
997,Everest Age,Books,Everest,49.76,3.68
1161,Willow Stuff,Beauty,Willow,12.66,3.63
1654,GreenLeaf Eye,Sports,GreenLeaf,135.96,3.53
781,Pulse Bad,Pet Supplies,Pulse,94.61,4.57
583,Zenith Event,Beauty,Zenith,137.49,4.85
1732,Pulse Baby,Electronics,Pulse,417.15,2.63
986,Everest So,Sports,Everest,32.25,4.7
994,Harbor Opportunity,Toys,Harbor,27.46,2.82
1986,Willow Somebody,Books,Willow,65.24,3.49
99,GreenLeaf Effort,Groceries,GreenLeaf,24.6,4.26
629,Willow A,Sports,Willow,210.39,3.12
81,Zenith Great,Toys,Zenith,13.12,4.15
1393,Willow Several,Automotive,Willow,314.95,3.1
68,Acme Fire,Clothing,Acme,46.36,3.76
1765,GreenLeaf Its,Beauty,GreenLeaf,49.84,3.04
1142,Nimbus Last,Home & Kitchen,Nimbus,114.57,4.33
1382,Astra Guy,Automotive,Astra,93.21,3.43
771,Solace Somebody,Pet Supplies,Solace,31.43,4.09
43,Acme Significant,Clothing,Acme,148.55,3.66
563,Willow History,Beauty,Willow,101.93,4.2
996,Harbor Source,Clothing,Harbor,54.74,4.64
487,Willow Indeed,Clothing,Willow,22.21,3.4
1193,Zenith Team,Pet Supplies,Zenith,26.76,4.08
77,Solace Particular,Toys,Solace,27.21,3.91
836,NeoTech Develop,Books,NeoTech,35.24,2.53
1373,Solace Make,Electronics,Solace,815.01,2.56
343,Acme Others,Home & Kitchen,Acme,75.19,4.82
1469,Orion Method,Clothing,Orion,88.87,2.85
667,Harbor Than,Home & Kitchen,Harbor,319.47,4.81
30,Willow Budget,Clothing,Willow,139.45,3.93
103,Harbor Two,Books,Harbor,13.77,2.7
1499,Orion Follow,Automotive,Orion,598.63,2.85
1024,Astra Pull,Electronics,Astra,2338.13,3.47
747,Willow Continue,Beauty,Willow,126.37,3.83
1056,Willow Around,Beauty,Willow,32.02,4.42
802,Orion Stand,Clothing,Orion,173.34,3.74
818,Willow Indicate,Books,Willow,42.15,3.6
151,Solace Be,Groceries,Solace,23.37,3.53
289,NeoTech Position,Books,NeoTech,68.32,4.84
1180,Astra Question,Groceries,Astra,21.71,3.84
1788,Zenith Study,Electronics,Zenith,391.83,2.68
945,Astra Later,Automotive,Astra,687.01,4.2
627,Pulse Claim,Toys,Pulse,45.74,3.09
1628,Zenith Necessary,Electronics,Zenith,473.62,2.58
1488,Zenith Like,Books,Zenith,46.59,3
127,Willow May,Home & Kitchen,Willow,255.94,3.44
1769,Acme Theory,Groceries,Acme,18.76,3.51
594,Zenith Commercial,Toys,Zenith,104.27,4.35
65,Astra Community,Toys,Astra,32.09,4.26
1174,Zenith Wait,Sports,Zenith,30.81,3.43
315,Acme Room,Electronics,Acme,1620.72,4.3
1232,NeoTech Great,Pet Supplies,NeoTech,35.41,4.7
1803,NeoTech Throughout,Beauty,NeoTech,73.01,2.71
1460,Solace Top,Pet Supplies,Solace,46.12,4.81
251,Solace Bill,Beauty,Solace,64.82,2.71
1251,NeoTech Truth,Home & Kitchen,NeoTech,270.85,3.67
618,Harbor Race,Clothing,Harbor,182.11,3.1
50,Everest Easy,Clothing,Everest,108.18,4.17
170,NeoTech Imagine,Toys,NeoTech,20.19,3.57
699,Nimbus Politics,Home & Kitchen,Nimbus,204.47,4.81
75,Everest Look,Automotive,Everest,143.79,4.46
901,Willow Back,Sports,Willow,97.59,3.36
507,Willow Beyond,Home & Kitchen,Willow,208.34,2.81
1314,Orion Response,Beauty,Orion,81.49,3.94
350,Harbor Financial,Sports,Harbor,241.98,4.69
1105,Pulse A,Sports,Pulse,17.57,3.48
1182,Pulse Road,Beauty,Pulse,129.7,3.48
1381,Solace Evening,Books,Solace,43.13,4.51
1320,Pulse Five,Electronics,Pulse,828.09,3.4
839,Harbor Simple,Books,Harbor,67.27,2.64
1798,Harbor Reflect,Beauty,Harbor,116.24,3.05
1415,GreenLeaf Network,Toys,GreenLeaf,29.3,3.71
646,Zenith Study,Books,Zenith,19.76,4.09
520,Acme Appear,Beauty,Acme,161.29,2.57
1084,Zenith Black,Automotive,Zenith,111.61,4.22
1564,GreenLeaf Lead,Groceries,GreenLeaf,10.42,3.29
863,Zenith Glass,Toys,Zenith,110.71,4.12
838,Nimbus These,Clothing,Nimbus,57.65,2.85
529,Willow Out,Books,Willow,57.18,4.87
1850,Willow Amount,Beauty,Willow,129.49,3.7
168,Nimbus If,Sports,Nimbus,298.04,3.97
1175,Orion Among,Toys,Orion,22.4,3.78
633,Nimbus Seven,Beauty,Nimbus,32.11,2.82
1617,Astra Plant,Automotive,Astra,788.84,4.29
759,Acme Gun,Home & Kitchen,Acme,153.06,4.01
1062,Acme Paper,Sports,Acme,90.37,2.67
174,Zenith Run,Electronics,Zenith,960.74,3.09
1993,Zenith Rise,Pet Supplies,Zenith,68.6,3.75
1167,Everest Stock,Sports,Everest,294.72,3.44
231,Zenith Behavior,Electronics,Zenith,178.96,3.27
758,NeoTech Guess,Automotive,NeoTech,236.7,4.54
1267,Nimbus Guess,Sports,Nimbus,112.28,3.31
1739,Everest Movie,Electronics,Everest,738.47,3.72
1632,GreenLeaf Indicate,Groceries,GreenLeaf,15.64,3.1
1076,Pulse Take,Automotive,Pulse,139.06,2.85
271,Willow Include,Pet Supplies,Willow,117.63,3.29
1331,Harbor Professor,Groceries,Harbor,34.59,3.43
1178,Solace Discuss,Sports,Solace,237.68,2.98
272,Nimbus Process,Electronics,Nimbus,570.1,4.73
1322,GreenLeaf Mr,Beauty,GreenLeaf,56.87,3.19
661,Acme Black,Toys,Acme,10.61,4.03
707,Astra Another,Toys,Astra,26,3.19
1938,Harbor Himself,Books,Harbor,8.05,4.66
1787,Willow Forget,Clothing,Willow,160.19,4.45
660,Orion Red,Automotive,Orion,638.51,4.8
1811,Everest Child,Sports,Everest,197.07,2.53
1871,GreenLeaf Act,Clothing,GreenLeaf,118.36,2.75
538,GreenLeaf Painting,Toys,GreenLeaf,63.48,4.18
549,Zenith History,Books,Zenith,56.44,4.72
1511,GreenLeaf Push,Books,GreenLeaf,52.29,3.49
1162,Zenith Price,Books,Zenith,99.26,4.81
1244,Zenith Reduce,Books,Zenith,25.57,4.53
1785,Solace Even,Clothing,Solace,90.15,4.11
1141,Zenith Begin,Electronics,Zenith,363.12,2.72
1889,Astra Lead,Electronics,Astra,188.48,3.63
392,Nimbus Subject,Home & Kitchen,Nimbus,387.23,3.15
1277,NeoTech Toward,Sports,NeoTech,422.63,2.81
1467,Everest Great,Sports,Everest,342.98,4.31
290,Acme Board,Pet Supplies,Acme,44.33,3.9
522,Harbor Medical,Clothing,Harbor,17.96,3.17
222,Harbor Miss,Beauty,Harbor,21.85,3.26
1173,Willow Reach,Electronics,Willow,815.47,4.7
1520,Pulse Chair,Sports,Pulse,205,4.43
1513,Zenith Firm,Electronics,Zenith,720.05,3.66
724,Zenith Forget,Groceries,Zenith,20.92,4.51
1680,Willow Full,Automotive,Willow,294.93,4
1677,Nimbus Great,Home & Kitchen,Nimbus,300.67,3.11
505,Solace Future,Books,Solace,42.15,3.71
323,Orion Speech,Electronics,Orion,694.32,4.6
791,Pulse Piece,Books,Pulse,40.14,2.85
1477,GreenLeaf East,Beauty,GreenLeaf,25.96,3.3
1731,GreenLeaf Glass,Electronics,GreenLeaf,798.6,4.48
1908,Nimbus Whose,Clothing,Nimbus,51.78,3.81
1371,Acme Student,Sports,Acme,173.25,4.44
1591,Solace Scene,Clothing,Solace,24.97,4.5
799,Willow Prove,Automotive,Willow,434.67,4.62
483,Pulse Determine,Books,Pulse,2.83,2.96
1861,Acme Must,Books,Acme,47.06,3.54
1461,Willow Pressure,Toys,Willow,83.14,3.54
762,Everest Response,Clothing,Everest,185.46,3.87
565,Everest High,Home & Kitchen,Everest,340.5,3.52
1709,Nimbus Unit,Groceries,Nimbus,2.47,3.14
1145,Zenith Media,Home & Kitchen,Zenith,178.31,3.05
27,Willow Evening,Toys,Willow,61.59,2.7
1330,NeoTech Hair,Pet Supplies,NeoTech,65.37,4.42
1671,Nimbus Garden,Beauty,Nimbus,8.06,4.12
1742,GreenLeaf End,Electronics,GreenLeaf,814.3,3.93
506,Harbor West,Sports,Harbor,75.86,4.68
1039,Nimbus Want,Toys,Nimbus,5.98,2.99
209,Zenith Within,Clothing,Zenith,144.55,3.2
454,Solace Different,Home & Kitchen,Solace,231.49,3.58
1854,Astra Key,Sports,Astra,376.31,2.51
1733,Zenith Hour,Clothing,Zenith,166.64,3.39
1756,Astra Book,Automotive,Astra,967.83,2.92
1065,Zenith Way,Toys,Zenith,51.94,4.44
56,Astra One,Groceries,Astra,16.78,2.89
743,Harbor Fill,Electronics,Harbor,270.47,3.52
1928,Everest Coach,Beauty,Everest,31.95,3.02
797,Astra Congress,Toys,Astra,9.98,4.15
978,Everest Miss,Groceries,Everest,6.58,4.28
1578,Pulse Sea,Pet Supplies,Pulse,111.25,3.31
204,Orion Last,Pet Supplies,Orion,112.83,2.77
1759,NeoTech Story,Sports,NeoTech,407.54,4.58
1136,Nimbus Bank,Electronics,Nimbus,244.29,3.5
1019,GreenLeaf Whatever,Toys,GreenLeaf,81.68,3.61
1183,Nimbus Word,Electronics,Nimbus,1835.32,3.51
256,Orion Treat,Automotive,Orion,664.92,4
210,Nimbus Little,Toys,Nimbus,253.94,4.19
1293,Zenith Without,Toys,Zenith,9.53,3.3
1271,Solace High,Books,Solace,83.6,3.22
832,NeoTech Able,Groceries,NeoTech,8.06,4.76
320,Zenith Religious,Clothing,Zenith,47.88,2.64
738,Nimbus State,Sports,Nimbus,121.64,4.1
722,NeoTech Build,Clothing,NeoTech,104.02,4.57
1554,Astra Such,Pet Supplies,Astra,43.35,3.74
54,GreenLeaf Hair,Automotive,GreenLeaf,435.87,4.04
745,Nimbus Today,Electronics,Nimbus,1248.13,3.58
706,Solace Situation,Home & Kitchen,Solace,112.22,2.75
980,Acme Behavior,Books,Acme,53.19,3.06
122,NeoTech Tell,Toys,NeoTech,10.62,4.29
810,Willow Walk,Pet Supplies,Willow,58.46,3.86
481,Harbor Enter,Home & Kitchen,Harbor,299.45,3.68
451,Solace Camera,Electronics,Solace,228.61,3.86
236,NeoTech Process,Pet Supplies,NeoTech,42.76,2.78
1518,Zenith Board,Beauty,Zenith,128.53,2.94
1100,Nimbus Investment,Sports,Nimbus,322.77,3.8
1223,GreenLeaf Age,Books,GreenLeaf,46.87,4.18
915,Solace Subject,Home & Kitchen,Solace,231.62,3.62
744,Acme Arrive,Pet Supplies,Acme,88.68,4.02
1228,Solace Color,Groceries,Solace,3.13,3.8
666,Harbor By,Electronics,Harbor,367.54,3.72
335,NeoTech Cost,Beauty,NeoTech,93.49,3.81
1934,NeoTech Song,Automotive,NeoTech,286.31,4.73
1391,Astra Special,Toys,Astra,65.46,4.07
571,Pulse Site,Books,Pulse,40.7,3.58
134,Orion Such,Automotive,Orion,495.76,4.06
1900,NeoTech Guess,Electronics,NeoTech,1351.78,2.8
1536,Nimbus Wish,Clothing,Nimbus,37.11,3.92
1946,Solace Carry,Books,Solace,62.58,3.43
1401,Astra Reveal,Books,Astra,49.62,2.69
752,Pulse Act,Groceries,Pulse,3.57,2.64
701,Astra My,Home & Kitchen,Astra,349.01,3.07
1456,Willow Service,Sports,Willow,77.63,2.92
1786,Astra Expect,Sports,Astra,48.62,4.88
159,Nimbus Stock,Sports,Nimbus,146.05,2.61
1287,Harbor Forward,Clothing,Harbor,126.29,3.7
708,Nimbus Under,Beauty,Nimbus,208.74,2.9
1745,Solace Particular,Home & Kitchen,Solace,157.71,4.83
1345,Nimbus List,Pet Supplies,Nimbus,114.32,4.22
1749,Zenith Discuss,Beauty,Zenith,25.95,2.51
763,Everest Network,Groceries,Everest,19.51,2.93
499,Zenith Baby,Clothing,Zenith,115.81,3.31
1843,Nimbus Near,Toys,Nimbus,33.17,4.37
15,GreenLeaf Common,Pet Supplies,GreenLeaf,58.15,3.5
1687,Orion Painting,Pet Supplies,Orion,10.39,4.23
561,Nimbus Hospital,Toys,Nimbus,95.02,4.05
879,GreenLeaf Couple,Home & Kitchen,GreenLeaf,134.17,2.8
812,Solace Time,Groceries,Solace,24.2,2.8
753,Harbor Town,Beauty,Harbor,6.75,4.69
441,Nimbus Significant,Sports,Nimbus,105.75,2.96
675,Everest Side,Sports,Everest,192.22,4.47
76,Nimbus Test,Beauty,Nimbus,137.88,3.47
1006,Zenith Member,Beauty,Zenith,118.17,3.82
6,NeoTech When,Toys,NeoTech,18.61,3.2
1082,Orion Night,Groceries,Orion,1.78,3.12
927,NeoTech Bring,Electronics,NeoTech,1206.17,3.35
1718,Acme Brother,Groceries,Acme,8.74,3.94
987,Acme Wide,Pet Supplies,Acme,66.46,3.89
267,Nimbus Lawyer,Automotive,Nimbus,696.74,3.32
498,Pulse Debate,Home & Kitchen,Pulse,112.79,3.35
113,Harbor Until,Clothing,Harbor,22.55,4.39
693,GreenLeaf Job,Groceries,GreenLeaf,1.11,2.84
423,Everest Police,Pet Supplies,Everest,60.29,3.98
1127,Everest Design,Clothing,Everest,150.71,4.12
1098,Willow Choose,Pet Supplies,Willow,15.26,4.46
530,NeoTech Close,Sports,NeoTech,182.23,4.17
1829,Harbor Point,Clothing,Harbor,36.94,3.88
510,Zenith Guy,Sports,Zenith,105.34,2.87
1140,NeoTech Yourself,Sports,NeoTech,124.59,4.6
399,Astra Reveal,Books,Astra,37.4,4.29
1497,Harbor Power,Electronics,Harbor,944.56,4.16
1150,Zenith Begin,Beauty,Zenith,98.79,2.96
958,Pulse Five,Sports,Pulse,78.26,2.57
220,Everest Team,Electronics,Everest,184.85,3.14
615,NeoTech Stuff,Home & Kitchen,NeoTech,93.1,3.07
766,Pulse Sell,Clothing,Pulse,22.48,4.44
1752,GreenLeaf Tell,Home & Kitchen,GreenLeaf,412.8,3.26
1719,Zenith Natural,Home & Kitchen,Zenith,268.64,3.93
1116,Harbor Movie,Home & Kitchen,Harbor,305,3.31
624,Harbor Defense,Groceries,Harbor,29.41,4.42
1129,Harbor Two,Home & Kitchen,Harbor,305.16,3.24
36,Orion Laugh,Sports,Orion,81.88,3.64
1395,Everest Dog,Home & Kitchen,Everest,269.98,4.17
1747,Zenith Protect,Home & Kitchen,Zenith,103.92,4.57
662,Pulse For,Pet Supplies,Pulse,71.4,2.88
108,Willow Fall,Pet Supplies,Willow,41.44,4.19
1265,Harbor May,Clothing,Harbor,59.96,3.91
1975,Orion Mouth,Sports,Orion,278.14,4.22
1324,GreenLeaf Approach,Groceries,GreenLeaf,23.32,2.69
1846,Pulse Both,Groceries,Pulse,14.3,3.45
1717,Orion Society,Electronics,Orion,1551.98,4.75
607,Everest Short,Groceries,Everest,9.32,4.06
1534,Zenith Trial,Beauty,Zenith,91.4,3.83
1774,Astra Take,Groceries,Astra,22.01,4.02
1954,Astra Kitchen,Toys,Astra,26.54,2.63
1852,Everest All,Automotive,Everest,643.14,4.29
639,GreenLeaf Century,Pet Supplies,GreenLeaf,64.23,3.08
72,GreenLeaf West,Groceries,GreenLeaf,39.59,3.02
1985,Solace System,Sports,Solace,18.84,4.59
1604,Harbor Coach,Home & Kitchen,Harbor,104.38,2.59
458,Everest Black,Electronics,Everest,982.1,4.82
1595,Pulse Direction,Home & Kitchen,Pulse,214.62,4.62
482,Astra Buy,Pet Supplies,Astra,62.62,4.11
10,Orion Ahead,Sports,Orion,235.11,3.47
803,GreenLeaf Item,Electronics,GreenLeaf,953.03,3.43
742,Everest Read,Books,Everest,3.69,4.88
71,Willow Approach,Clothing,Willow,138.82,3.76
1835,Everest Indicate,Pet Supplies,Everest,76.86,4.07
152,Zenith Soon,Sports,Zenith,299.66,4.64
1865,Everest Mrs,Books,Everest,46.77,3.49
1495,Acme Soldier,Clothing,Acme,262.79,4.3
145,Willow Him,Home & Kitchen,Willow,219.69,4.77
213,NeoTech Reason,Pet Supplies,NeoTech,22.25,3.05
899,Willow Including,Beauty,Willow,97.78,3.57
786,Solace Environmental,Books,Solace,13.24,4.41
1543,Nimbus Attack,Beauty,Nimbus,147.11,3.65
740,Orion Mention,Books,Orion,73.39,2.66
1241,Harbor Foot,Sports,Harbor,14.81,3
1685,Nimbus Return,Electronics,Nimbus,319.15,4.15
1981,Pulse Fly,Groceries,Pulse,9.92,3.32
1509,Everest Reach,Beauty,Everest,30.09,3.6
1365,Willow Store,Beauty,Willow,46.5,3.94
1297,Nimbus Property,Toys,Nimbus,92.89,4.07
1337,NeoTech Occur,Toys,NeoTech,84.48,4.18
625,Acme Pass,Toys,Acme,142.94,4.72
306,Everest Air,Sports,Everest,199.78,2.86
1399,Nimbus Foreign,Books,Nimbus,40.7,4.62
1352,Astra Tend,Beauty,Astra,68.39,3.92
331,Everest Million,Sports,Everest,112.6,4.02
129,Willow Woman,Beauty,Willow,138.5,4.55
362,Zenith Check,Toys,Zenith,104.09,4.75
1030,Acme Figure,Home & Kitchen,Acme,263.8,4.76
1869,Solace At,Books,Solace,8.47,4.33
1348,Astra Early,Books,Astra,54.01,3.58
1015,Pulse Seem,Beauty,Pulse,28.49,2.7
748,Willow Remain,Clothing,Willow,128.37,2.86
1341,Harbor Visit,Automotive,Harbor,741.92,3.2
178,Solace Easy,Beauty,Solace,145.19,4.74
1479,Pulse Pm,Electronics,Pulse,624.52,2.69
1524,Zenith Along,Pet Supplies,Zenith,29.67,2.6
1621,Harbor College,Home & Kitchen,Harbor,15.11,4.76
1222,NeoTech Knowledge,Books,NeoTech,38.21,2.57
552,Solace Budget,Sports,Solace,190.22,2.85
982,NeoTech Agent,Pet Supplies,NeoTech,64.46,4.31
1748,Solace Who,Toys,Solace,56.34,3.58
141,Harbor Since,Automotive,Harbor,332.57,3.41
1962,Everest Reality,Groceries,Everest,26.13,3.22
1969,Pulse Worry,Automotive,Pulse,734.96,3.09
1189,Acme Four,Groceries,Acme,9.98,2.74
1523,Pulse Require,Groceries,Pulse,6.6,3.22
523,GreenLeaf Relate,Beauty,GreenLeaf,111.37,4.5
792,Zenith Might,Sports,Zenith,228.3,3.99
433,NeoTech Ask,Pet Supplies,NeoTech,5.28,3.46
1702,Pulse Set,Beauty,Pulse,154.05,4.07
83,Harbor Spring,Toys,Harbor,126.24,4.2
161,NeoTech Weight,Electronics,NeoTech,701.36,3.42
889,Nimbus Nice,Groceries,Nimbus,9.1,4.56
992,Nimbus See,Groceries,Nimbus,10.49,3.98
1016,Solace Glass,Electronics,Solace,542.86,3.26
453,Everest Various,Home & Kitchen,Everest,17.06,3.34
649,Pulse Six,Toys,Pulse,27.91,3.7
871,Solace Job,Toys,Solace,15.04,3.16
1615,NeoTech Camera,Automotive,NeoTech,74.61,3.79
1353,Orion Wrong,Automotive,Orion,631.36,3.14
497,Acme Owner,Books,Acme,15.21,3.69
894,Zenith Baby,Groceries,Zenith,36.53,3.86
1234,Nimbus Morning,Sports,Nimbus,488.59,3.68
1577,Solace Small,Toys,Solace,11.62,4.37
1433,NeoTech My,Automotive,NeoTech,155.2,2.76
1553,Pulse Together,Toys,Pulse,37.23,2.85
1158,Nimbus When,Books,Nimbus,18.38,3.69
1552,Nimbus Key,Automotive,Nimbus,27.47,3.66
1574,Solace Member,Sports,Solace,53.16,2.7
695,Harbor Action,Beauty,Harbor,35.1,4.79
1682,Orion Right,Toys,Orion,35.4,4.19
1408,Astra Option,Home & Kitchen,Astra,183.59,3.37
17,Solace Something,Books,Solace,25.66,3.63
501,Harbor Necessary,Books,Harbor,65.31,4.41
1866,GreenLeaf Some,Home & Kitchen,GreenLeaf,21.92,2.78
1840,Orion Capital,Electronics,Orion,567.39,3.21
1990,Zenith Page,Home & Kitchen,Zenith,431.12,4.13
1911,Solace Will,Pet Supplies,Solace,72.64,3.95
1891,Nimbus Figure,Books,Nimbus,56.77,2.73
1644,Acme Field,Beauty,Acme,157.79,2.51
1992,Astra Particularly,Electronics,Astra,1166.24,3.37
1544,Harbor Will,Pet Supplies,Harbor,2.75,2.62
999,Solace Share,Sports,Solace,112.19,3.96
1635,Nimbus South,Home & Kitchen,Nimbus,207.67,2.84
1836,Pulse Year,Toys,Pulse,56.37,4.1
1508,Pulse Ok,Electronics,Pulse,1016.69,4.32
1728,Harbor Property,Books,Harbor,82.77,3.89
957,Pulse Consider,Groceries,Pulse,20.31,3.49
508,Zenith Small,Electronics,Zenith,177.88,3.97
1044,Nimbus Every,Home & Kitchen,Nimbus,90.82,3.31
365,NeoTech In,Toys,NeoTech,98.81,3.78
1262,NeoTech Reveal,Automotive,NeoTech,229.68,2.97
1368,Pulse Gas,Books,Pulse,20.06,2.84
1904,Everest Become,Clothing,Everest,215.5,4.14
1487,Zenith Ago,Books,Zenith,52.1,2.99
146,Astra Policy,Toys,Astra,15.85,2.53
569,Zenith Control,Electronics,Zenith,925.17,4.05
260,Harbor System,Groceries,Harbor,24.11,4.68
684,GreenLeaf Reveal,Groceries,GreenLeaf,26.34,3.76
243,Zenith Hope,Home & Kitchen,Zenith,159.88,3.22
175,GreenLeaf Company,Automotive,GreenLeaf,22.44,3.04
1396,Nimbus Top,Groceries,Nimbus,21.3,3.85
63,Pulse Eight,Groceries,Pulse,18.77,3.33
1707,Willow Their,Electronics,Willow,988.62,3.91
1883,Pulse Still,Pet Supplies,Pulse,59.59,3.79
860,Everest Deep,Electronics,Everest,264.08,3.06
1952,GreenLeaf Action,Beauty,GreenLeaf,118.9,3.03
1215,GreenLeaf No,Pet Supplies,GreenLeaf,59.93,4.48
1631,Acme Real,Sports,Acme,154.57,3.73
1380,Harbor Free,Clothing,Harbor,113.22,3.08
1922,Acme Type,Automotive,Acme,201.36,2.79
117,Acme Pattern,Books,Acme,20.8,4.75
1815,Harbor Despite,Home & Kitchen,Harbor,241.73,2.66
1792,Harbor Notice,Pet Supplies,Harbor,70.76,3.75
300,Astra May,Groceries,Astra,26.88,4.77
1370,Harbor Beat,Clothing,Harbor,38.92,3.94
1465,Astra Happen,Beauty,Astra,111.79,4.21
101,Willow Cultural,Clothing,Willow,32.69,2.69
734,Acme Like,Clothing,Acme,86.34,4.58
783,Acme View,Automotive,Acme,134.24,3.39
1474,Astra Write,Groceries,Astra,11.31,4.39
555,Acme Of,Electronics,Acme,1407.61,2.52
1817,Harbor Not,Beauty,Harbor,87.54,2.91
1203,Harbor Would,Home & Kitchen,Harbor,97.36,3.91
1149,Nimbus Military,Automotive,Nimbus,247.43,3.54
62,Willow Room,Pet Supplies,Willow,52.54,2.85
1418,Zenith Certainly,Books,Zenith,3.45,2.92
363,GreenLeaf Team,Beauty,GreenLeaf,61.12,4.08
929,Nimbus Learn,Beauty,Nimbus,69.43,3.92
1440,NeoTech Despite,Sports,NeoTech,55.11,4.37
307,GreenLeaf Note,Home & Kitchen,GreenLeaf,354.49,4.2
33,Pulse Officer,Toys,Pulse,44.46,3.6
1202,Zenith Anyone,Pet Supplies,Zenith,63.61,4.09
1602,Everest Take,Clothing,Everest,260.17,3.79
242,Astra Number,Pet Supplies,Astra,51.96,2.9
128,Everest Smile,Clothing,Everest,55.25,4.74
1318,Orion Skill,Beauty,Orion,66.97,4.66
1096,Acme Idea,Sports,Acme,259.72,3.35
965,Acme Off,Electronics,Acme,295.84,3.93
1519,Harbor Issue,Clothing,Harbor,130.87,4.32
567,Orion Democrat,Home & Kitchen,Orion,190.38,2.9
276,Solace Travel,Automotive,Solace,297.47,4.64
603,Zenith Example,Sports,Zenith,360.29,2.79
939,Zenith Now,Pet Supplies,Zenith,42.57,3.87
857,Nimbus Present,Pet Supplies,Nimbus,53.5,4.88
739,Everest Shake,Beauty,Everest,70.13,2.52
1075,Harbor Describe,Books,Harbor,37.33,2.57
397,Pulse Receive,Books,Pulse,5.67,3.92
263,Solace Most,Groceries,Solace,12.76,3.47
244,Everest Sell,Books,Everest,69.29,4.08
842,NeoTech Who,Home & Kitchen,NeoTech,239.55,3.9
696,Solace Glass,Automotive,Solace,110.1,4.54
327,Orion Television,Pet Supplies,Orion,98.15,3.38
1426,Nimbus Attorney,Home & Kitchen,Nimbus,187.75,2.99
123,Solace Everyone,Clothing,Solace,244.44,3.38
1640,GreenLeaf Do,Beauty,GreenLeaf,10.87,2.75
1249,GreenLeaf Even,Books,GreenLeaf,48.72,3.41
1283,Orion Hit,Clothing,Orion,187.33,3.04
1776,Orion Push,Books,Orion,56.21,4.6
1929,Willow Front,Books,Willow,90.65,4.04
1328,NeoTech Act,Toys,NeoTech,31.04,2.57
1892,Willow Need,Electronics,Willow,1287.95,4.71
1033,Orion Daughter,Toys,Orion,54.61,3.49
376,Zenith Color,Automotive,Zenith,549.81,2.6
1243,GreenLeaf Design,Sports,GreenLeaf,148.87,2.72
1972,Pulse Establish,Pet Supplies,Pulse,38.53,2.93
941,Solace Across,Clothing,Solace,25.1,3.23
180,Orion Upon,Home & Kitchen,Orion,400.2,3.42
1531,Pulse Race,Pet Supplies,Pulse,49.15,2.8
367,Willow West,Books,Willow,38.32,3.68
1117,Astra Water,Automotive,Astra,894.8,2.58
631,Acme Give,Sports,Acme,150.4,2.74
1772,Acme Then,Clothing,Acme,20.18,4.07
1431,Pulse Guy,Sports,Pulse,243.43,3.65
1584,NeoTech Rich,Groceries,NeoTech,1.21,4.18
1716,Acme Surface,Toys,Acme,96.19,4.73
963,Zenith By,Toys,Zenith,40.92,2.96
1284,Pulse Can,Beauty,Pulse,153.71,3.81
606,Everest Since,Clothing,Everest,138.24,4.74
1926,GreenLeaf If,Toys,GreenLeaf,47.03,4.38
1920,Pulse Against,Sports,Pulse,175.83,4.05
352,Everest Daughter,Toys,Everest,112.71,3.97
1252,GreenLeaf Reveal,Pet Supplies,GreenLeaf,76.91,3.01
443,Astra Great,Sports,Astra,61.6,4.87
687,Everest Particularly,Sports,Everest,158.55,3.24
1482,Harbor Per,Pet Supplies,Harbor,37.9,4.85
903,Pulse Paper,Toys,Pulse,85.46,3.18
1470,Willow Against,Groceries,Willow,7.41,4.13
1827,Acme Road,Home & Kitchen,Acme,125.56,2.91
190,Solace With,Pet Supplies,Solace,34.94,3.25
1652,Nimbus Word,Sports,Nimbus,188.49,3.65
1492,Nimbus Economic,Toys,Nimbus,119.02,4.85
541,Zenith List,Home & Kitchen,Zenith,102.1,3.9
181,Willow Box,Automotive,Willow,763.34,2.71
400,Orion Thus,Electronics,Orion,423.67,2.58
767,Everest Family,Automotive,Everest,327.68,2.61
737,Zenith Pm,Clothing,Zenith,92.23,4.32
1656,Orion Administration,Pet Supplies,Orion,20.13,2.8
364,Pulse Mr,Beauty,Pulse,41.57,3.61
2,NeoTech Someone,Groceries,NeoTech,21.46,3.87
138,Pulse True,Home & Kitchen,Pulse,57.52,4.06
31,Pulse The,Books,Pulse,37.01,3.37
658,Nimbus Radio,Books,Nimbus,60.39,2.73
638,Everest Beautiful,Toys,Everest,76.4,3.45
592,Astra Receive,Electronics,Astra,320.65,4.2
575,Pulse Or,Automotive,Pulse,338,4.42
1807,Nimbus Maintain,Electronics,Nimbus,557.39,3.67
1967,Harbor Reach,Pet Supplies,Harbor,18.89,2.83
1974,Astra Animal,Automotive,Astra,282.64,4
974,Everest Unit,Groceries,Everest,18.15,3.12
1195,Astra Can,Groceries,Astra,16.88,3.01
550,Nimbus Someone,Books,Nimbus,29.83,4.64
546,Willow Society,Home & Kitchen,Willow,292.19,2.57
